timestamp,speed,road_closure,vehicle_density,location_name,latitude,longitude,time_of_day,day_of_week
2025-04-29 19:05:00,33.8,False,34.5,Han River Bridge,16.072118,108.22656,19.08333333333333,1
2025-04-29 19:05:00,35.6,False,24.1,Hue T-junction,16.060478,108.177008,19.08333333333333,1
2025-04-29 19:05:00,32.9,False,24.7,Da Nang station,16.070959,108.209465,19.08333333333333,1
2025-04-29 19:10:00,33.7,False,29.2,Dragon Bridge,16.061025,108.226179,19.166666666666668,1
2025-04-29 19:10:00,39.2,False,27.0,Han River Bridge,16.072118,108.22656,19.166666666666668,1
2025-04-29 19:10:00,34.9,False,27.2,Hue T-junction,16.060478,108.177008,19.166666666666668,1
2025-04-29 19:10:00,30.9,False,26.9,Da Nang station,16.070959,108.209465,19.166666666666668,1
2025-04-29 19:15:00,38.0,False,24.5,Dragon Bridge,16.061025,108.226179,19.25,1
2025-04-29 19:15:00,32.9,False,22.8,Han River Bridge,16.072118,108.22656,19.25,1
2025-04-29 19:15:00,34.9,False,29.2,Hue T-junction,16.060478,108.177008,19.25,1
2025-04-29 19:15:00,31.8,False,22.7,Da Nang station,16.070959,108.209465,19.25,1
2025-04-29 19:20:00,30.4,False,28.1,Dragon Bridge,16.061025,108.226179,19.33333333333333,1
2025-04-29 19:20:00,31.2,False,27.1,Han River Bridge,16.072118,108.22656,19.33333333333333,1
2025-04-29 19:20:00,34.5,False,33.3,Hue T-junction,16.060478,108.177008,19.33333333333333,1
2025-04-29 19:20:00,39.8,False,20.8,Da Nang station,16.070959,108.209465,19.33333333333333,1
2025-04-29 19:25:00,35.6,False,32.1,Dragon Bridge,16.061025,108.226179,19.416666666666668,1
2025-04-29 19:25:00,32.5,False,28.0,Han River Bridge,16.072118,108.22656,19.416666666666668,1
2025-04-29 19:25:00,38.7,False,26.4,Hue T-junction,16.060478,108.177008,19.416666666666668,1
2025-04-29 19:25:00,30.8,False,25.5,Da Nang station,16.070959,108.209465,19.416666666666668,1
2025-04-29 19:30:00,35.2,False,24.4,Dragon Bridge,16.061025,108.226179,19.5,1
2025-04-29 19:30:00,36.1,False,30.7,Han River Bridge,16.072118,108.22656,19.5,1
2025-04-29 19:30:00,38.7,False,32.0,Hue T-junction,16.060478,108.177008,19.5,1
2025-04-29 19:30:00,39.5,False,24.7,Da Nang station,16.070959,108.209465,19.5,1
2025-04-29 19:35:00,38.0,False,23.9,Dragon Bridge,16.061025,108.226179,19.58333333333333,1
2025-04-29 19:35:00,40.0,False,34.4,Han River Bridge,16.072118,108.22656,19.58333333333333,1
2025-04-29 19:35:00,33.0,False,21.9,Hue T-junction,16.060478,108.177008,19.58333333333333,1
2025-04-29 19:35:00,34.9,False,32.2,Da Nang station,16.070959,108.209465,19.58333333333333,1
2025-04-29 19:40:00,38.2,False,25.1,Dragon Bridge,16.061025,108.226179,19.666666666666668,1
2025-04-29 19:40:00,39.5,False,30.9,Han River Bridge,16.072118,108.22656,19.666666666666668,1
2025-04-29 19:40:00,39.6,False,25.4,Hue T-junction,16.060478,108.177008,19.666666666666668,1
2025-04-29 19:40:00,36.3,False,28.4,Da Nang station,16.070959,108.209465,19.666666666666668,1
2025-04-29 19:45:00,36.1,False,25.8,Dragon Bridge,16.061025,108.226179,19.75,1
2025-04-29 19:45:00,34.8,False,34.0,Han River Bridge,16.072118,108.22656,19.75,1
2025-04-29 19:45:00,33.9,False,31.1,Hue T-junction,16.060478,108.177008,19.75,1
2025-04-29 19:45:00,39.3,False,28.0,Da Nang station,16.070959,108.209465,19.75,1
2025-04-29 19:50:00,37.1,False,26.5,Dragon Bridge,16.061025,108.226179,19.83333333333333,1
2025-04-29 19:50:00,30.0,False,20.4,Han River Bridge,16.072118,108.22656,19.83333333333333,1
2025-04-29 19:50:00,36.1,False,20.4,Hue T-junction,16.060478,108.177008,19.83333333333333,1
2025-04-29 19:50:00,39.0,False,25.5,Da Nang station,16.070959,108.209465,19.83333333333333,1
2025-04-29 19:55:00,30.6,False,22.8,Dragon Bridge,16.061025,108.226179,19.916666666666668,1
2025-04-29 19:55:00,38.4,False,28.7,Han River Bridge,16.072118,108.22656,19.916666666666668,1
2025-04-29 19:55:00,33.3,False,34.7,Hue T-junction,16.060478,108.177008,19.916666666666668,1
2025-04-29 19:55:00,39.5,False,34.1,Da Nang station,16.070959,108.209465,19.916666666666668,1
2025-04-29 20:00:00,39.7,False,30.5,Dragon Bridge,16.061025,108.226179,20.0,1
2025-04-29 20:00:00,34.0,False,30.5,Han River Bridge,16.072118,108.22656,20.0,1
2025-04-29 20:00:00,31.2,False,23.3,Hue T-junction,16.060478,108.177008,20.0,1
2025-04-29 20:00:00,34.5,False,29.6,Da Nang station,16.070959,108.209465,20.0,1
2025-04-29 20:05:00,39.0,False,23.3,Dragon Bridge,16.061025,108.226179,20.08333333333333,1
2025-04-29 20:05:00,38.0,False,25.5,Han River Bridge,16.072118,108.22656,20.08333333333333,1
2025-04-29 20:05:00,30.4,False,27.0,Hue T-junction,16.060478,108.177008,20.08333333333333,1
2025-04-29 20:05:00,30.2,False,29.9,Da Nang station,16.070959,108.209465,20.08333333333333,1
2025-04-29 20:10:00,30.1,False,26.7,Dragon Bridge,16.061025,108.226179,20.166666666666668,1
2025-04-29 20:10:00,36.6,False,21.5,Han River Bridge,16.072118,108.22656,20.166666666666668,1
2025-04-29 20:10:00,37.5,False,29.3,Hue T-junction,16.060478,108.177008,20.166666666666668,1
2025-04-29 20:10:00,33.6,False,28.1,Da Nang station,16.070959,108.209465,20.166666666666668,1
2025-04-29 20:15:00,39.6,False,25.3,Dragon Bridge,16.061025,108.226179,20.25,1
2025-04-29 20:15:00,37.0,False,21.0,Han River Bridge,16.072118,108.22656,20.25,1
2025-04-29 20:15:00,33.2,False,22.4,Hue T-junction,16.060478,108.177008,20.25,1
2025-04-29 20:15:00,37.7,False,24.7,Da Nang station,16.070959,108.209465,20.25,1
2025-04-29 20:20:00,39.3,False,24.3,Dragon Bridge,16.061025,108.226179,20.33333333333333,1
2025-04-29 20:20:00,31.5,False,24.1,Han River Bridge,16.072118,108.22656,20.33333333333333,1
2025-04-29 20:20:00,39.7,False,24.9,Hue T-junction,16.060478,108.177008,20.33333333333333,1
2025-04-29 20:20:00,33.0,False,33.1,Da Nang station,16.070959,108.209465,20.33333333333333,1
2025-04-29 20:25:00,31.4,False,27.8,Dragon Bridge,16.061025,108.226179,20.416666666666668,1
2025-04-29 20:25:00,36.3,False,23.4,Han River Bridge,16.072118,108.22656,20.416666666666668,1
2025-04-29 20:25:00,37.1,False,29.0,Hue T-junction,16.060478,108.177008,20.416666666666668,1
2025-04-29 20:25:00,39.7,False,26.4,Da Nang station,16.070959,108.209465,20.416666666666668,1
2025-04-29 20:30:00,36.1,False,31.0,Dragon Bridge,16.061025,108.226179,20.5,1
2025-04-29 20:30:00,31.9,False,23.7,Han River Bridge,16.072118,108.22656,20.5,1
2025-04-29 20:30:00,34.7,False,31.5,Hue T-junction,16.060478,108.177008,20.5,1
2025-04-29 20:30:00,32.2,False,29.2,Da Nang station,16.070959,108.209465,20.5,1
2025-04-29 20:35:00,33.4,False,32.8,Dragon Bridge,16.061025,108.226179,20.58333333333333,1
2025-04-29 20:35:00,34.4,False,26.8,Han River Bridge,16.072118,108.22656,20.58333333333333,1
2025-04-29 20:35:00,31.6,False,34.1,Hue T-junction,16.060478,108.177008,20.58333333333333,1
2025-04-29 20:35:00,37.9,False,31.3,Da Nang station,16.070959,108.209465,20.58333333333333,1
2025-04-29 20:40:00,33.6,False,29.1,Dragon Bridge,16.061025,108.226179,20.666666666666668,1
2025-04-29 20:40:00,37.8,False,23.0,Han River Bridge,16.072118,108.22656,20.666666666666668,1
2025-04-29 20:40:00,34.0,False,28.3,Hue T-junction,16.060478,108.177008,20.666666666666668,1
2025-04-29 20:40:00,32.7,False,21.2,Da Nang station,16.070959,108.209465,20.666666666666668,1
2025-04-29 20:45:00,37.5,False,33.7,Dragon Bridge,16.061025,108.226179,20.75,1
2025-04-29 20:45:00,33.8,False,22.0,Han River Bridge,16.072118,108.22656,20.75,1
2025-04-29 20:45:00,39.2,False,25.2,Hue T-junction,16.060478,108.177008,20.75,1
2025-04-29 20:45:00,30.3,False,32.7,Da Nang station,16.070959,108.209465,20.75,1
2025-04-29 20:50:00,36.3,False,26.9,Dragon Bridge,16.061025,108.226179,20.83333333333333,1
2025-04-29 20:50:00,32.7,False,27.5,Han River Bridge,16.072118,108.22656,20.83333333333333,1
2025-04-29 20:50:00,38.7,False,33.1,Hue T-junction,16.060478,108.177008,20.83333333333333,1
2025-04-29 20:50:00,32.0,False,22.4,Da Nang station,16.070959,108.209465,20.83333333333333,1
2025-04-29 20:55:00,35.9,False,29.8,Dragon Bridge,16.061025,108.226179,20.916666666666668,1
2025-04-29 20:55:00,32.9,False,20.6,Han River Bridge,16.072118,108.22656,20.916666666666668,1
2025-04-29 20:55:00,31.9,False,30.0,Hue T-junction,16.060478,108.177008,20.916666666666668,1
2025-04-29 20:55:00,38.4,False,29.2,Da Nang station,16.070959,108.209465,20.916666666666668,1
2025-04-29 21:00:00,37.5,False,23.6,Dragon Bridge,16.061025,108.226179,21.0,1
2025-04-29 21:00:00,33.2,False,33.4,Han River Bridge,16.072118,108.22656,21.0,1
2025-04-29 21:00:00,33.7,False,29.4,Hue T-junction,16.060478,108.177008,21.0,1
2025-04-29 21:00:00,30.4,False,20.9,Da Nang station,16.070959,108.209465,21.0,1
2025-04-29 21:05:00,31.1,False,33.4,Dragon Bridge,16.061025,108.226179,21.08333333333333,1
2025-04-29 21:05:00,32.6,False,21.4,Han River Bridge,16.072118,108.22656,21.08333333333333,1
2025-04-29 21:05:00,36.1,False,24.1,Hue T-junction,16.060478,108.177008,21.08333333333333,1
2025-04-29 21:05:00,31.9,False,33.2,Da Nang station,16.070959,108.209465,21.08333333333333,1
2025-04-29 21:10:00,38.9,False,33.4,Dragon Bridge,16.061025,108.226179,21.166666666666668,1
2025-04-29 21:10:00,34.7,False,34.9,Han River Bridge,16.072118,108.22656,21.166666666666668,1
2025-04-29 21:10:00,35.8,False,31.5,Hue T-junction,16.060478,108.177008,21.166666666666668,1
2025-04-29 21:10:00,38.9,False,31.0,Da Nang station,16.070959,108.209465,21.166666666666668,1
2025-04-29 21:15:00,32.9,False,30.8,Dragon Bridge,16.061025,108.226179,21.25,1
2025-04-29 21:15:00,31.1,False,20.4,Han River Bridge,16.072118,108.22656,21.25,1
2025-04-29 21:15:00,33.6,False,22.8,Hue T-junction,16.060478,108.177008,21.25,1
2025-04-29 21:15:00,33.2,False,25.7,Da Nang station,16.070959,108.209465,21.25,1
2025-04-29 21:20:00,36.6,False,20.3,Dragon Bridge,16.061025,108.226179,21.33333333333333,1
2025-04-29 21:20:00,34.2,False,24.4,Han River Bridge,16.072118,108.22656,21.33333333333333,1
2025-04-29 21:20:00,30.9,False,26.7,Hue T-junction,16.060478,108.177008,21.33333333333333,1
2025-04-29 21:20:00,38.7,False,26.0,Da Nang station,16.070959,108.209465,21.33333333333333,1
2025-04-29 21:25:00,35.5,False,20.1,Dragon Bridge,16.061025,108.226179,21.416666666666668,1
2025-04-29 21:25:00,32.4,False,33.0,Han River Bridge,16.072118,108.22656,21.416666666666668,1
2025-04-29 21:25:00,31.5,False,31.3,Hue T-junction,16.060478,108.177008,21.416666666666668,1
2025-04-29 21:25:00,32.0,False,25.7,Da Nang station,16.070959,108.209465,21.416666666666668,1
2025-04-29 21:30:00,38.7,False,27.1,Dragon Bridge,16.061025,108.226179,21.5,1
2025-04-29 21:30:00,30.3,False,28.8,Han River Bridge,16.072118,108.22656,21.5,1
2025-04-29 21:30:00,38.5,False,23.0,Hue T-junction,16.060478,108.177008,21.5,1
2025-04-29 21:30:00,32.7,False,25.0,Da Nang station,16.070959,108.209465,21.5,1
2025-04-29 21:35:00,33.6,False,28.5,Dragon Bridge,16.061025,108.226179,21.58333333333333,1
2025-04-29 21:35:00,35.8,False,23.5,Han River Bridge,16.072118,108.22656,21.58333333333333,1
2025-04-29 21:35:00,39.7,False,27.2,Hue T-junction,16.060478,108.177008,21.58333333333333,1
2025-04-29 21:35:00,30.8,False,20.0,Da Nang station,16.070959,108.209465,21.58333333333333,1
2025-04-29 21:40:00,39.0,False,31.8,Dragon Bridge,16.061025,108.226179,21.666666666666668,1
2025-04-29 21:40:00,35.3,False,34.1,Han River Bridge,16.072118,108.22656,21.666666666666668,1
2025-04-29 21:40:00,33.9,False,23.4,Hue T-junction,16.060478,108.177008,21.666666666666668,1
2025-04-29 21:40:00,36.8,False,29.0,Da Nang station,16.070959,108.209465,21.666666666666668,1
2025-04-29 21:45:00,35.5,False,30.4,Dragon Bridge,16.061025,108.226179,21.75,1
2025-04-29 21:45:00,30.0,False,21.7,Han River Bridge,16.072118,108.22656,21.75,1
2025-04-29 21:45:00,39.0,False,26.2,Hue T-junction,16.060478,108.177008,21.75,1
2025-04-29 21:45:00,30.7,False,34.6,Da Nang station,16.070959,108.209465,21.75,1
2025-04-29 21:50:00,33.2,False,23.3,Dragon Bridge,16.061025,108.226179,21.83333333333333,1
2025-04-29 21:50:00,39.9,False,20.5,Han River Bridge,16.072118,108.22656,21.83333333333333,1
2025-04-29 21:50:00,37.4,False,27.1,Hue T-junction,16.060478,108.177008,21.83333333333333,1
2025-04-29 21:50:00,36.3,False,24.6,Da Nang station,16.070959,108.209465,21.83333333333333,1
2025-04-29 21:55:00,31.2,False,24.2,Dragon Bridge,16.061025,108.226179,21.916666666666668,1
2025-04-29 21:55:00,34.8,False,21.4,Han River Bridge,16.072118,108.22656,21.916666666666668,1
2025-04-29 21:55:00,37.4,False,32.1,Hue T-junction,16.060478,108.177008,21.916666666666668,1
2025-04-29 21:55:00,38.3,False,26.4,Da Nang station,16.070959,108.209465,21.916666666666668,1
2025-04-29 22:00:00,42.4,False,12.9,Dragon Bridge,16.061025,108.226179,22.0,1
2025-04-29 22:00:00,43.2,False,8.0,Han River Bridge,16.072118,108.22656,22.0,1
2025-04-29 22:00:00,41.6,False,5.6,Hue T-junction,16.060478,108.177008,22.0,1
2025-04-29 22:00:00,41.1,False,11.9,Da Nang station,16.070959,108.209465,22.0,1
2025-04-29 22:05:00,49.7,False,9.7,Dragon Bridge,16.061025,108.226179,22.08333333333333,1
2025-04-29 22:05:00,55.2,False,12.4,Han River Bridge,16.072118,108.22656,22.08333333333333,1
2025-04-29 22:05:00,58.2,False,9.4,Hue T-junction,16.060478,108.177008,22.08333333333333,1
2025-04-29 22:05:00,42.1,False,7.4,Da Nang station,16.070959,108.209465,22.08333333333333,1
2025-04-29 22:10:00,52.6,False,10.5,Dragon Bridge,16.061025,108.226179,22.166666666666668,1
2025-04-29 22:10:00,56.4,False,13.2,Han River Bridge,16.072118,108.22656,22.166666666666668,1
2025-04-29 22:10:00,51.2,False,13.5,Hue T-junction,16.060478,108.177008,22.166666666666668,1
2025-04-29 22:10:00,56.8,False,11.9,Da Nang station,16.070959,108.209465,22.166666666666668,1
2025-04-29 22:15:00,44.4,False,8.5,Dragon Bridge,16.061025,108.226179,22.25,1
2025-04-29 22:15:00,41.6,False,5.7,Han River Bridge,16.072118,108.22656,22.25,1
2025-04-29 22:15:00,59.9,False,6.9,Hue T-junction,16.060478,108.177008,22.25,1
2025-04-29 22:15:00,48.9,False,6.2,Da Nang station,16.070959,108.209465,22.25,1
2025-04-29 22:20:00,49.4,False,11.6,Dragon Bridge,16.061025,108.226179,22.33333333333333,1
2025-04-29 22:20:00,44.1,False,12.2,Han River Bridge,16.072118,108.22656,22.33333333333333,1
2025-04-29 22:20:00,54.3,False,6.0,Hue T-junction,16.060478,108.177008,22.33333333333333,1
2025-04-29 22:20:00,54.4,False,13.5,Da Nang station,16.070959,108.209465,22.33333333333333,1
